customer_age,gender,dependent_count,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_change_q4_q1,total_trans_count,total_count_change_q4_q1,avg_utilization_ratio,attrition_flag
44,1,2,2,3,0,9.669093450449063,1334,-0.21072103131565253,103,-0.4541302800894454,0.084,0
49,1,3,3,3,3,8.454040376410969,0,-0.5412848312506993,56,0.2151113796169455,0.0,0
34,0,2,6,2,2,8.206037762778815,1853,-0.03770186718401153,35,0.05732506661926935,0.506,0
39,1,2,5,2,1,9.850824899952823,2517,0.3140805463063118,56,0.0,0.133,0
52,1,2,6,1,3,9.070503426788383,1407,-0.4557063245449111,58,-0.34814004148889505,0.162,0
43,1,2,5,3,1,8.927181388251986,0,-0.5327304591540407,79,-0.025317807984289897,0.0,0
45,0,1,3,3,2,7.271217139609844,1080,-0.2206466711156225,79,-0.33267943838251673,0.751,0
46,1,5,4,1,3,8.050384453067021,0,-0.5586162876023393,68,-0.35667494393873245,0.0,0
61,0,0,3,3,4,9.18204377282107,0,-0.19116050546115904,46,0.0,0.0,1
40,1,2,1,2,1,8.225503097566918,1474,-0.22564668153232822,130,-0.2783920255446883,0.395,0
41,1,5,4,4,3,8.428361977709622,1344,-0.7765287894989963,64,-0.5780343734594406,0.294,0
42,1,1,4,3,3,9.770298958292383,1979,-0.8051966843685682,73,-0.41703174447962976,0.113,0
64,1,0,5,4,4,9.405495886750224,0,-0.807436326962073,60,-0.13353139262452263,0.0,0
36,1,2,5,3,3,8.414274137408396,754,-0.0998203352822109,71,-0.08446915662644996,0.167,0
50,1,2,6,3,3,10.449178263628198,0,-0.26006690541880756,55,-0.3298939212610904,0.0,1
31,0,0,3,3,3,7.292337176173877,0,-0.0888312137066157,89,-0.06720874969344999,0.0,0
60,0,0,4,3,2,8.918516400357067,2517,-0.42159449003804794,124,-0.26006690541880756,0.337,0
60,0,1,4,2,3,7.938088726896952,2517,-0.40947312950570314,81,-0.3243460568233724,0.898,0
36,0,4,4,1,3,8.361007108226909,1578,-0.1743533871447778,49,0.04114194333117521,0.369,0
45,1,3,2,1,0,7.75190533307861,642,-0.20579491297959682,90,-0.2678794451556012,0.276,0
43,0,3,5,3,2,7.937374696163295,2517,-0.2033409240180301,41,-0.4462871026284195,0.899,0
56,0,2,6,2,1,7.58629630715272,922,-0.2718087232954908,84,-0.1427163022015952,0.468,0
52,1,2,1,2,2,10.449178263628198,1382,-0.15548490284039498,108,-0.33687231664255274,0.04,0
50,0,2,3,1,2,8.12740456269308,2517,-0.2970592342643779,65,-0.4049652330665133,0.743,0
53,0,2,2,2,4,9.229652683008556,0,-0.4636240222816965,54,-0.9545119446943529,0.0,1
48,0,5,1,2,3,7.802209316247118,1461,-0.15082288973458366,78,-0.25747623039471507,0.597,0
43,1,3,3,2,1,7.858640655620791,1669,-0.2382571891242579,31,-0.5978370007556204,0.645,0
51,0,3,6,3,3,8.927977461002001,773,-0.37396644104879345,58,-0.34814004148889505,0.103,0
38,1,2,1,3,2,10.449178263628198,0,-0.26396554583446485,99,-0.26396554583446485,0.0,0
26,1,0,5,2,4,9.201904893155081,0,-0.23193205734728903,65,-0.4049652330665133,0.0,0
43,1,3,5,2,3,10.449178263628198,1844,0.04974209189481401,79,-0.2294131643278051,0.053,0
49,1,3,3,3,5,7.998335395952982,1817,-0.3024573580339353,60,-0.4049652330665133,0.611,0
37,1,2,1,2,3,8.811801223938751,1590,-0.1660545843300827,85,-0.4049652330665133,0.237,0
44,1,3,5,2,2,7.404279118037268,0,-0.5108256237659907,39,-0.579818495252942,0.0,1
44,1,4,3,3,2,9.262363400043334,0,-0.015113637810048184,72,-0.4525567156420149,0.0,0
43,1,3,3,3,3,7.271217139609844,0,-0.4109802887962745,45,-0.13353139262452263,0.0,0
52,0,3,2,2,2,9.021477467138807,1582,-0.2744368457017603,63,-0.4185503476568198,0.191,0
44,1,2,6,2,2,7.271217139609844,0,-0.13811330212963427,39,-0.9339456671128757,0.0,0
45,0,2,3,1,1,7.909489492673759,1902,-0.3243460568233724,84,-0.2876820724517809,0.698,0
43,1,3,6,1,2,10.449178263628198,1580,-0.34672461308556435,86,-0.28103752973311236,0.046,0
47,0,4,1,2,2,9.086702731518004,2517,-0.4812668215244463,100,-0.282362910974181,0.285,0
45,1,3,5,1,3,9.448648359810164,777,0.28893129185221283,42,0.4855078157817008,0.061,0
34,0,3,3,6,1,8.914626127827137,704,-0.5960204698292225,63,-0.6217571844732723,0.095,0
51,0,3,6,2,2,7.568379267836522,0,-0.34955747616986843,72,-0.27971390280260405,0.0,0
33,1,1,4,3,4,9.859326656750358,1608,-0.3174542307854511,55,-0.6386589952758756,0.084,0
52,1,2,3,2,1,7.826842098158293,1259,-0.16251892949777494,73,-0.08229524272683016,0.502,0
44,0,4,5,1,4,9.13075589263334,1796,-0.04290750101127655,42,-0.8029620465671519,0.194,0
41,1,4,4,1,2,9.09638749190015,2517,0.5458065926612362,24,0.511025603768657,0.282,0
41,0,3,4,2,4,8.345217926676428,1597,-0.3106095770954856,72,-0.39452516806982996,0.379,0
52,1,3,3,2,4,8.756997183623554,0,-0.3410828491788962,74,-0.054456185796058855,0.0,0
54,1,0,3,1,2,9.698061122027077,1710,0.20130685670503537,49,0.20457216572877446,0.105,0
47,0,3,1,4,3,7.802209316247118,1899,-0.33687231664255274,87,-0.3011050927839216,0.776,0
43,1,3,2,3,4,10.085017129129874,593,-0.01308523954865548,65,-0.6694306539426292,0.025,1
48,0,4,6,1,3,7.897296472595885,1903,-0.1935847490726654,81,-0.2231435513142097,0.707,0
62,0,0,2,2,3,9.259416209622776,0,-0.1210383283770561,88,-0.32158362412746233,0.0,0
58,0,3,5,3,1,8.448700194970938,1913,-0.5259392615760389,73,-0.027371196796132015,0.41,0
44,0,3,5,2,2,9.22029070282935,0,-0.6443570163905132,18,0.4517123592734841,0.0,0
47,1,2,3,3,4,10.449178263628198,1652,-0.27971390280260405,113,-0.26657310924154576,0.048,0
41,0,3,3,3,3,9.033125752550372,1219,-0.4400565528777834,77,-0.2876820724517809,0.146,0
50,1,0,5,2,2,8.14902386805177,1881,-0.4748151862429576,35,0.05732506661926935,0.544,0
50,0,1,3,2,2,9.796458979777604,1390,-0.3229638865964207,97,-0.22815609313775398,0.077,0
60,0,2,4,3,2,8.14902386805177,2517,0.13453089295760606,34,0.11778303565638346,0.727,0
52,1,1,1,1,3,9.454383987398135,0,-0.342490308946776,64,-0.12556322297534575,0.0,0
65,0,0,3,3,2,7.271217139609844,747,-0.7113111511876165,24,-0.33687231664255274,0.519,0
33,0,1,5,3,3,8.327000740241713,1130,0.20048886074940356,52,-0.07688104433595762,0.273,0
60,1,0,1,2,3,10.449178263628198,806,-0.28103752973311236,102,-0.3974969384589874,0.023,0
32,1,2,2,2,3,10.449178263628198,1692,-0.017146158834970514,64,-0.31471074483970024,0.049,1
41,0,4,5,1,2,7.820037989458753,627,-1.0642108619507773,45,-1.0106014113453965,0.252,0
36,1,4,3,2,1,9.920197166099076,1605,-0.21691300156357363,74,0.27155269052189734,0.079,0
45,1,2,6,4,3,8.85893722196655,0,-0.5395680926316447,71,-0.37106368139083207,0.0,0
59,0,0,2,3,2,9.113388845899733,0,-0.10647224451051676,53,-0.42159449003804794,0.0,1
57,1,1,4,3,3,10.073820870018016,0,-0.019182819416773987,62,-0.1935847490726654,0.0,1
46,0,4,6,3,2,9.740085880594684,968,-0.7874578600311866,56,-0.43540898448123644,0.057,0
45,1,3,6,2,2,10.275154551894069,2323,-0.3989861420104552,36,-0.33687231664255274,0.08,0
53,0,1,3,1,3,9.744140059301994,0,-0.3960099493374092,72,-0.5108256237659907,0.0,0
54,1,3,3,2,3,10.449178263628198,0,0.18481843699254188,24,-1.3356012468043725,0.0,1
42,1,2,3,2,5,8.225503097566918,1723,-0.5191938734365074,92,-0.1743533871447778,0.461,0
47,0,3,4,1,0,7.384610383176974,746,-0.007024614936964466,29,-0.34814004148889505,0.463,0
48,1,4,5,3,3,9.075322160298095,1629,-0.4812668215244463,55,-0.2561834053924099,0.186,0
51,1,3,4,3,0,8.093156697722637,1896,-0.32158362412746233,74,-0.10869941692334091,0.579,0
53,1,2,3,6,3,9.752083098376895,1736,-0.35953617621976464,117,-0.3624056186477175,0.101,0
48,0,2,4,2,3,7.681560362559537,1323,-0.37542098675978763,38,-0.8989420935395421,0.61,1
40,0,4,5,2,3,7.348587530927593,412,-0.5656338602609858,43,-0.7277386253295643,0.265,1
44,0,3,6,3,4,7.592870287844818,0,-0.11653381625595151,46,-0.44161055474451766,0.0,1
41,1,2,4,3,2,9.288781798282745,871,-0.5008752929128226,68,-0.5430045221302259,0.081,0
40,0,2,6,3,4,8.776321456449958,0,-0.05551270993025883,42,-0.6931471805599453,0.0,1
32,1,1,5,3,2,8.744488113852924,2289,-0.45098562340997367,68,-0.9467499393588635,0.365,0
44,0,3,3,4,6,7.731492029245684,1837,-0.15899573149045795,52,-0.390084006069862,0.806,1
58,1,2,2,3,4,9.690479958409808,0,-0.6124892775424908,48,-0.2510287548037454,0.0,1
59,1,2,6,3,2,7.901377353792616,1572,-0.7444404749474959,36,-0.6931471805599453,0.582,0
41,1,1,3,2,0,8.9851948179913,1503,-0.22690060019192196,39,0.15443635330441896,0.188,0
59,0,2,5,5,4,7.271217139609844,0,-0.42159449003804794,44,-0.4620354595965587,0.0,1
28,1,0,4,1,2,7.866338923046544,1630,-0.6520052372287701,33,-1.1394342831883648,0.625,0
37,0,1,3,2,3,8.814330422638774,1093,0.009950330853168092,89,-0.15782408519356722,0.162,0
47,0,5,4,3,4,8.265650165580329,2517,-0.444725822061467,88,-0.32158362412746233,0.647,0
51,1,3,5,2,4,7.530479995245536,1427,-0.32158362412746233,73,-0.5327304591540407,0.766,0
47,1,1,3,2,1,7.3938782901077555,0,-0.2446225829913339,78,0.051643233151838386,0.0,0
41,0,2,5,3,3,7.803843303538772,1490,-0.29169009384931976,64,-0.3797973613595865,0.608,0
39,1,2,1,1,3,9.20623194393164,1501,-0.1960148839259572,86,-0.623621117911335,0.151,0
48,0,3,3,1,3,9.934550077987947,2048,-0.3915622029391729,77,-0.3410828491788962,0.099,0
48,0,3,3,4,3,7.503840746698951,557,-0.3974969384589874,76,-0.15782408519356722,0.307,0
61,1,0,6,2,2,9.9869091606752,0,-0.3915622029391729,54,-0.6106459590482015,0.0,0
47,0,4,4,2,2,8.4096079807363,1989,-0.5041810810473222,70,-0.2294131643278051,0.443,0
44,0,4,4,3,2,7.490529402060711,1314,-0.32158362412746233,79,-0.27971390280260405,0.734,0
63,1,0,4,1,4,8.176391596633795,2517,-0.017146158834970514,56,-0.5108256237659907,0.708,0
42,0,4,3,2,3,8.725507328484445,0,0.34429867287067695,66,-0.24334625863172918,0.0,0
65,0,2,6,2,2,7.885329239273191,1514,0.1764711431157791,26,0.0,0.57,0
45,0,2,6,4,3,9.75010324563677,2517,-0.33267943838251673,33,-1.1394342831883648,0.147,1
44,0,5,2,1,3,7.820037989458753,1235,-0.1947990783050673,88,-0.2744368457017603,0.496,0
51,1,2,1,3,3,8.026823576217629,2058,-0.4748151862429576,75,-0.34955747616986843,0.672,0
54,1,2,3,3,2,8.371010681238156,0,-0.033556783528842754,21,-0.6931471805599453,0.0,1
42,0,4,4,2,2,7.972121128921655,1952,-0.4049652330665133,94,-0.3871341514234409,0.673,0
49,0,4,2,4,3,7.853604813097837,2517,-1.171182981502945,40,-0.3024573580339353,0.977,1
57,1,2,6,3,4,10.386191440985094,0,-0.05868899634867961,66,-0.5603660693261269,0.0,0
55,0,3,1,3,1,7.942717540573791,1848,-0.5744756508424468,29,-0.7985076962177716,0.656,1
57,0,2,3,5,2,7.3864708488298945,0,-1.422958345491482,38,-1.030019497202498,0.0,1
48,0,3,3,3,3,8.771525284186465,1087,-0.14156356432178688,85,-0.4049652330665133,0.169,0
36,1,4,5,1,1,7.706162970199576,1291,-0.012072581234269249,88,-0.4620354595965587,0.581,0
39,0,2,4,2,1,7.484930283289661,935,-0.14156356432178688,77,-0.026343975339601977,0.525,0
33,0,1,5,1,2,8.670772279344538,1665,-0.3797973613595865,60,-0.33687231664255274,0.286,0
35,1,0,6,3,2,8.633908991112198,1504,-0.25489224962879004,72,-0.5108256237659907,0.268,0
48,1,3,3,1,3,7.860185057472165,0,-0.26526847761488087,85,-0.26006690541880756,0.0,0
31,0,2,5,3,3,9.53834831589953,0,-0.13926206733350766,82,-0.1960148839259572,0.0,0
51,1,1,1,3,2,10.215301104562837,2416,-0.08664780672567217,96,-0.6014799920341214,0.088,0
65,1,0,1,4,3,7.421177528595393,0,-0.32158362412746233,51,-0.11765804346823246,0.0,1
46,1,3,5,3,3,9.20522732258936,0,-0.5551258826625707,40,-0.731888008876376,0.0,1
44,0,2,6,1,2,7.7354333524996886,1505,-0.2382571891242579,68,-0.41703174447962976,0.658,0
41,1,2,2,3,3,10.35764758218305,2192,-0.14156356432178688,92,-0.6292338548162925,0.07,0
33,0,3,5,2,3,7.284134806195205,0,-0.390084006069862,45,-1.0106014113453965,0.0,1
57,0,1,3,3,2,8.20849175174038,886,0.27763173659827955,28,-0.5869869847315546,0.241,0
65,0,0,3,4,3,9.295140973668648,1758,-0.2231435513142097,39,-0.25747623039471507,0.162,1
47,1,3,4,4,3,8.763584409450138,0,-0.4588658848352796,56,-0.5869869847315546,0.0,1
39,1,3,2,2,3,7.952966790923131,2065,-0.44941699563734716,73,-0.30381145438166457,0.726,0
60,0,1,6,3,3,8.917176635955164,1717,0.0009995003330834232,68,-0.5430045221302259,0.23,0
50,0,1,4,2,4,8.473241303887054,1965,-0.2231435513142097,59,-0.5923972774598022,0.411,0
51,0,4,4,3,1,7.8328075165248645,1898,-0.39452516806982996,67,-0.27049724769768,0.753,0
39,1,2,2,3,4,9.094480485881647,0,-1.155182640156504,15,-1.3862943611198906,0.0,1
48,1,4,3,4,4,10.110217128582082,0,-0.25231492861448956,31,-0.5978370007556204,0.0,1
44,0,5,2,1,3,8.253748343328501,2459,-0.36961545521446726,119,-0.32158362412746233,0.64,0
43,0,3,4,3,3,7.797291273547472,1169,-0.37251400796847856,76,-0.21072103131565253,0.48,0
48,0,3,2,3,1,8.264105763728956,2029,-0.28634962721800233,128,-0.34672461308556435,0.523,0
56,0,1,3,2,2,7.980365765111246,1934,-0.5499130124740376,68,-0.35667494393873245,0.662,0
45,0,3,3,3,3,8.301025253838453,710,-0.3133418192323586,22,-0.1827216368152944,0.176,1
61,1,1,6,2,4,7.836369760545124,2360,-0.046043938501406846,35,-0.5259392615760389,0.932,0
43,1,3,3,5,1,10.063009495553013,2305,-0.4525567156420149,83,-0.4668087383492164,0.098,0
45,0,5,3,2,2,9.597505722912913,0,-0.34531118528841737,85,-0.3078847797693004,0.0,0
63,0,0,5,3,0,8.17695386822578,2318,0.23507212217948348,31,-0.1935847490726654,0.651,0
55,1,2,3,2,2,9.799348512794982,0,-0.1947990783050673,106,-0.30381145438166457,0.0,0
48,1,4,6,3,3,9.715650815054063,0,-0.2744368457017603,77,-0.1301086853470204,0.0,0
34,0,3,3,1,4,7.388327859577107,1347,-0.31471074483970024,55,-0.3298939212610904,0.833,0
47,0,1,6,3,3,7.80016307039296,1672,-0.11316869810563798,74,-0.38272562113867487,0.685,0
57,0,3,4,2,1,7.484930283289661,0,-0.5621189181535413,81,-0.2231435513142097,0.0,0
38,0,2,3,3,3,8.860641041773876,0,-0.012072581234269249,27,0.5306282510621704,0.0,0
64,0,0,1,3,4,7.427738840532894,0,-0.2876820724517809,39,-0.6931471805599453,0.0,1
49,0,4,6,4,2,8.101071503119543,2200,-0.38860799104174143,32,-0.5108256237659907,0.667,0
51,1,0,6,2,3,8.080856419640986,1346,-0.36096986822161325,69,-0.44161055474451766,0.416,0
47,0,4,3,2,1,7.271217139609844,0,-0.3856624808119846,89,-0.022245608947319737,0.0,0
44,0,2,4,3,3,7.467942332285852,0,-0.6812186096946715,37,-0.8603830999358592,0.0,1
32,1,0,2,3,2,9.978177498167572,0,-0.623621117911335,94,-0.17078832098028163,0.0,0
45,1,3,1,1,2,9.277905558138606,1099,-0.41400143913045073,61,-0.36528331847533263,0.103,0
50,1,5,2,2,1,9.508814005506162,0,-0.07364654016829848,56,-0.1427163022015952,0.0,0
36,0,4,3,2,1,7.922261058353247,2168,0.044973365642731196,86,-0.23319388716771114,0.786,0
42,0,2,3,3,1,7.733245646529795,1690,-0.1346749033266016,64,-0.7174398731289899,0.74,0
38,0,0,4,3,2,9.52857589747142,1941,-0.2903523010076598,119,-0.49758039701597007,0.141,0
51,1,3,6,2,2,10.449178263628198,989,0.02078253918252841,55,-1.07587280169862,0.029,1
57,1,1,6,2,3,10.108263446492153,1735,-0.40947312950570314,45,-0.6931471805599453,0.071,0
31,1,2,2,3,2,10.449178263628198,1780,-0.1755445725149309,98,-0.37106368139083207,0.052,0
59,0,1,5,3,2,8.390268497842571,2272,-0.2119563619236453,93,-0.32573014008931084,0.516,0
55,0,1,4,3,3,7.773173680482536,1969,-0.2382571891242579,79,0.025667746748577813,0.829,0
41,0,5,2,3,1,8.926783114101351,1692,-0.26006690541880756,92,-0.1301086853470204,0.225,0
43,1,4,1,1,2,10.062924236792623,2517,-0.3915622029391729,96,-0.4668087383492164,0.107,0
37,0,4,4,1,4,7.827639546366422,1144,-0.36816932336446756,38,-0.5395680926316447,0.456,0
40,1,2,1,3,1,8.563695025067657,2077,-0.42159449003804794,73,-0.41703174447962976,0.397,0
47,0,2,3,0,1,8.355614995760183,1204,-0.6198967188203526,93,-0.36961545521446726,0.283,0
48,0,3,5,3,0,8.380456667842767,806,-0.4668087383492164,84,-0.2876820724517809,0.185,0
37,1,1,3,2,2,9.996613530525611,1600,-0.1301086853470204,70,-0.4652151125139384,0.073,0
49,1,2,4,2,4,10.449178263628198,2517,-0.9781661355922425,48,-0.7874578600311866,0.073,1
48,0,2,3,3,2,8.187021067343505,1996,-0.2294131643278051,109,-0.3523983871714722,0.555,0
44,0,3,3,3,1,7.4377951216719325,0,-0.42617814970570594,87,-0.44316697529217586,0.0,0
49,0,4,1,3,2,8.273591798199632,2278,-0.3974969384589874,85,-0.657780036722654,0.581,0
46,0,4,5,5,2,8.10832229017324,2517,-0.23698895813626278,86,-0.0932123817221787,0.758,0
47,0,3,4,2,4,8.355850041007475,1681,-0.4307829160924542,72,-0.6931471805599453,0.395,0
51,0,2,3,2,1,7.722234744709607,1250,-0.49265831981054176,75,-0.5175146119167874,0.554,0
43,0,3,5,2,2,7.789454566086673,1452,-0.49593701127224005,68,-0.47965000629754095,0.601,0
48,0,2,4,6,1,7.430114138561801,1271,0.08342160813907236,64,-0.31471074483970024,0.754,0
48,0,4,4,2,2,7.271217139609844,0,-0.32573014008931084,45,-0.7940730991499059,0.0,1
57,1,2,6,3,3,8.740016691519521,1493,-0.515838165589535,60,-0.5464528014091419,0.239,0
42,1,3,3,3,2,8.219864741912652,2170,-0.6462635946610948,35,-0.6500876910994983,0.584,0
50,0,1,5,3,4,7.409741954080923,1318,-0.5225608799844117,69,-0.6292338548162925,0.798,0
44,1,3,3,3,0,7.529406457837013,0,-0.12443007837817703,34,-0.23698895813626278,0.0,0
49,0,4,4,1,4,7.588829878307813,1694,0.05259245011917063,81,-0.17316361900918903,0.857,0
41,0,3,1,1,2,7.969011781106478,2150,-0.4200712604975265,84,-0.1427163022015952,0.744,0
47,1,1,4,1,3,9.934016757570951,1085,0.24373018492259815,23,-0.6292338548162925,0.053,0
32,1,0,5,2,3,8.593598522618644,1784,-0.10092591858996053,49,-0.45728485683796083,0.331,0
48,1,2,3,1,2,9.177093778182547,0,-0.4231200433468851,87,-0.16134315040876293,0.0,0
39,0,3,6,2,1,8.587278798982926,0,-0.40047756659712525,78,-0.4700036292457356,0.0,0
43,1,1,4,3,2,8.880307358983872,1550,-0.6198967188203526,52,-0.9996723408132061,0.216,0
48,1,3,5,1,3,7.947678571301568,2342,-0.00904074465214907,41,0.04879016416943205,0.828,0
53,0,2,3,2,2,8.212025804623437,0,-0.2718087232954908,59,-0.44785082460460224,0.0,0
58,0,2,6,2,2,8.017637159908478,2517,-0.4620354595965587,29,0.34854196070854343,0.83,0
47,0,3,6,5,0,8.043663352393944,1059,-0.2484613592984996,62,-0.26006690541880756,0.34,0
45,1,4,6,2,2,8.017966703493599,1498,-0.10203272556515161,67,-0.3930425881096072,0.494,0
38,0,0,3,2,5,7.349873704738337,0,-0.37106368139083207,46,-0.5344354894051245,0.0,1
44,0,5,4,1,2,8.744009988096744,978,0.8219800524029137,25,0.07973496801885352,0.156,0
40,0,3,3,1,1,7.873978379604501,1771,-0.2382571891242579,72,-0.5108256237659907,0.674,0
52,0,2,6,3,1,7.804251383528112,1733,-0.3229638865964207,90,-0.35953617621976464,0.707,0
38,0,2,3,2,3,7.7025561132685825,570,-0.37396644104879345,45,-1.3862943611198906,0.257,1
51,1,2,5,3,2,10.01377590643025,1748,-0.17316361900918903,28,-0.43540898448123644,0.078,0
51,0,0,5,2,3,8.676246121270838,2306,-0.2144316107121882,51,0.2761154360803155,0.393,0
46,1,1,6,2,2,7.60887062919126,797,0.10255658832509215,62,-0.12897038129696006,0.395,0
48,1,4,4,3,2,7.955775781534187,736,-0.9519179095173061,40,-1.2378743560016174,0.258,0
30,1,0,4,3,3,9.459775257244461,0,-0.15899573149045795,75,-0.24079848655293046,0.0,1
58,0,3,5,3,2,8.6652683094816,1794,-0.5727010274840783,45,-0.7940730991499059,0.309,0
45,1,4,2,2,2,9.334149657702469,2082,-0.3106095770954856,93,-0.4588658848352796,0.184,0
43,0,5,5,3,2,7.745435610274381,1320,-0.4185503476568198,71,-0.37106368139083207,0.571,0
52,1,2,5,1,2,8.000014093678072,1358,0.21672298351128702,30,0.4054651081081644,0.456,0
39,0,2,5,2,4,8.675563527387679,0,-0.15899573149045795,77,-0.5041810810473222,0.0,0
61,1,0,3,2,0,7.38770923908104,1047,-0.016129381929883644,33,0.1823215567939546,0.648,0
34,0,3,4,3,3,7.271217139609844,0,-0.3092462503676215,74,-0.2718087232954908,0.0,0
52,0,3,3,2,2,9.48105429619781,1375,-0.2984060358147566,73,-0.5923972774598022,0.105,0
46,1,3,4,2,3,7.271217139609844,0,-0.05024121643674679,71,-0.25489224962879004,0.0,0
55,1,3,5,2,2,8.035278911144667,1743,-0.26657310924154576,68,-0.41703174447962976,0.564,0
55,1,2,5,1,2,7.982416346827733,2431,0.4898062565419152,39,-0.4700036292457356,0.83,0
38,0,1,6,2,3,8.045267716607803,2517,-0.32573014008931084,50,-0.6635883783184009,0.807,1
45,1,3,6,3,2,8.530109416682784,1362,-0.3856624808119846,75,-0.7528971849657193,0.269,0
57,1,2,5,3,4,9.416622566214981,2289,-0.3783364407199117,50,-0.7528971849657193,0.186,0
54,1,3,3,3,0,9.980078154697841,1676,0.09257918129309317,52,-0.6367668471238376,0.078,0
54,1,5,5,2,3,9.584589972931425,0,-0.09761282886700041,26,-0.6367668471238376,0.0,1
36,1,1,6,3,2,8.567886305731756,1116,-0.40947312950570314,62,-0.12897038129696006,0.212,0
36,0,3,5,2,3,7.582738488914411,0,-0.25360275879891825,60,-0.4748151862429576,0.0,0
46,0,3,3,2,1,9.090317329376452,0,-0.8843076860211043,40,-0.8462983600541201,0.0,1
33,1,3,6,2,3,7.622174594817622,1725,-0.3768776512562517,79,-0.43695577519953516,0.844,0
45,0,1,6,2,2,9.151969458649853,1578,-0.4155154439616658,81,-0.42617814970570594,0.167,0
50,1,3,2,2,1,10.449178263628198,0,-0.4668087383492164,118,-0.3078847797693004,0.0,0
45,0,4,6,2,2,8.422662707570003,1631,-0.24974423311138874,34,-0.7381445464906811,0.359,1
53,0,0,5,2,1,7.572502985020384,1140,-0.5412848312506993,82,-0.09761282886700041,0.586,0
46,0,2,2,3,1,9.505022884072709,1507,-0.1743533871447778,63,-0.2876820724517809,0.112,0
43,1,3,5,3,2,7.764296006450518,1090,-0.28634962721800233,29,-0.20825493882045903,0.463,0
46,0,2,5,2,2,8.00736706798333,1454,-0.5191938734365074,96,-0.6014799920341214,0.484,0
52,0,1,2,2,2,7.720017940432244,1981,-0.5978370007556204,81,-0.3243460568233724,0.879,0
43,1,4,4,1,0,10.01332801821566,953,-0.26266430947649305,34,0.11778303565638346,0.043,0
47,0,5,2,2,3,8.550241045462437,2265,-0.33547273628812946,80,-0.20089294237939007,0.438,0
50,0,3,6,1,4,8.00603417874901,1958,-0.49265831981054176,48,-0.33687231664255274,0.653,0
50,1,4,4,1,3,9.762730114819865,2517,-0.2970592342643779,128,-0.34672461308556435,0.145,0
49,1,3,1,2,1,9.984145455553582,1587,-0.5025268209512956,86,-0.3285040669720361,0.073,0
39,0,1,4,2,4,7.271217139609844,949,-0.3065251602532608,65,-0.4049652330665133,0.66,0
49,0,2,5,3,2,7.845807502637805,1815,-0.1660545843300827,75,-0.18753512384684212,0.71,0
37,0,3,5,3,3,7.368970402194793,1038,-0.027371196796132015,24,-0.33687231664255274,0.654,0
47,0,1,6,3,3,7.716460800176355,1503,-0.282362910974181,54,-0.6106459590482015,0.669,0
39,1,0,6,2,0,9.254548626640503,1120,-0.2206466711156225,79,-0.2294131643278051,0.107,0
26,1,0,3,3,3,8.868131713503033,0,-0.6217571844732723,41,-1.2694006096483912,0.0,0
45,0,4,6,1,2,8.697679732264463,0,-0.40346710544549125,78,-0.15431736038435728,0.0,0
32,1,1,2,2,3,8.170468578330674,1964,-0.41400143913045073,85,-0.2119563619236453,0.556,0
53,1,3,4,4,2,10.449178263628198,1073,-0.583396316600826,86,-0.28103752973311236,0.031,0
57,0,2,6,5,2,7.271217139609844,876,-0.3667252797922339,62,-0.3915622029391729,0.609,0
